381,396,16041,379,376,402,396,11436,
383,396,16036,16377,376,401,389,10452,
386,405,16046,16377,380,397,389,9438,
391,405,16050,16361,380,397,391,9020,
391,408,16050,16361,383,397,391,9020,
383,402,16050,16361,387,423,403,9673,
380,405,16046,16360,387,428,389,11337,
383,402,16050,16360,387,430,405,13241,
376,395,16036,16366,401,431,405,13734,
380,395,16035,16366,406,431,416,13784,
380,405,16035,16367,406,437,416,13734,
393,407,16042,16354,387,409,427,12810,
393,407,16045,16354,382,409,420,11094,
398,401,16059,16354,387,409,420,10357,
398,401,16059,23,397,425,420,10357,
398,400,16056,23,397,426,415,10945,
395,415,16050,23,394,425,418,12139,
381,405,16056,21,389,426,415,12139,
381,405,16052,16,388,428,418,11545,
381,393,16059,9,373,430,433,10571,
386,393,16052,16,373,430,433,10317,
386,400,16059,36,376,418,428,9729,
379,408,16050,36,376,403,424,9729,
379,400,16053,16349,376,403,424,14934,
379,398,16053,16349,376,424,404,14934,
393,398,16053,16361,390,424,420,14864,
395,398,16049,16379,390,430,399,14864,
395,398,16049,16361,387,432,410,14864,
380,396,16050,16353,387,432,404,1251,
380,403,16054,16353,387,416,410,1251,
390,400,16054,16354,394,408,410,1611,
390,400,16049,16369,383,416,419,2160,
390,395,16049,16354,394,435,419,2481,
382,395,16049,32,383,435,417,2160,
404,398,16048,9,402,401,414,1875,
382,398,16052,9,392,401,417,1093,
385,398,16047,13,392,401,428,1093,
378,398,16052,13,388,418,428,1181,
371,400,16045,15,387,418,449,1558,
371,402,16055,15,387,418,425,2017,
380,400,16043,20,390,418,426,2017,
380,400,16040,16365,390,415,426,2197,
380,398,16040,16355,385,415,426,15374,
383,398,16054,16355,385,415,406,15374,
385,398,16054,20,395,403,406,2116,
383,398,16054,20,395,403,427,2116,
385,398,16045,16358,394,393,427,2852,
390,400,16054,16358,394,393,414,3522,
390,405,16055,16357,396,412,414,3522,
400,405,16055,16357,396,415,430,2521,
405,405,16046,16364,396,415,432,2521,
405,405,16046,16364,387,415,430,2831,
376,405,16047,16370,387,415,430,3238,
376,388,16052,16353,387,405,413,3507,
386,388,16047,16360,389,393,418,3253,
386,384,16045,29,389,393,418,3417,
381,401,16045,16360,389,393,418,3417,
378,384,16051,29,383,406,431,3417,
381,391,16051,16360,383,418,432,3462,
381,389,16050,9,385,418,433,3186,
381,389,16050,16358,387,415,446,3547,
378,389,16055,30,402,415,446,3547,
378,406,16059,30,392,415,411,3677,
395,406,16059,30,392,418,411,3677,
395,393,16059,16358,392,415,435,4153,
380,393,16059,16358,389,415,435,4613,
374,393,16059,16383,389,405,435,5079,
374,393,16062,32,399,405,412,5079,
374,393,16062,16374,399,407,435,5010,
368,386,16052,32,389,421,415,5010,
368,386,16052,31,385,421,440,5455,
366,383,16066,24,385,417,440,5848,
374,381,16067,17,403,417,440,5455,
383,381,16066,17,403,417,433,5764,
387,381,16059,16367,392,410,424,5115,
387,390,16059,16367,392,410,433,5346,
383,403,16052,16363,396,398,439,5036,
373,403,16060,16363,396,424,449,5205,
373,403,16050,16360,396,424,439,5168,
373,391,16051,16380,387,429,449,5205,
378,403,16051,34,401,429,435,5402,
378,394,16054,16362,391,443,458,5402,
381,394,16054,29,404,422,435,5370,
381,394,16054,32,396,417,435,5356,
380,396,16054,4,396,417,435,5370,
368,400,16057,32,392,422,441,5050,
368,403,16059,20,392,422,441,5493,
382,403,16059,16364,401,417,439,5092,
382,410,16054,16378,401,417,439,5493,
395,400,16054,16378,401,417,479,6068,
397,396,16073,16372,411,419,485,7372,
397,389,16073,16367,411,414,482,9450,
393,389,16064,29,396,433,505,10914,
385,381,16059,15,396,414,482,11265,
383,390,16059,29,390,433,433,14047,
368,393,16059,27,390,429,433,14047,
383,393,16059,16365,391,429,433,13438,
388,393,16061,27,398,412,438,13357,
388,389,16065,16357,406,411,460,13319,
388,387,16069,16357,415,402,1993,13295,
378,379,16069,16357,415,411,1993,13267,
378,387,16059,16364,403,402,645,13232,
387,388,16059,64,403,439,495,13207,
387,388,16059,64,406,439,488,13200,
373,391,16057,46,1171,498,489,13175,
373,391,16057,20,6076,499,486,13173,
383,391,16073,17,6076,498,486,13164,
383,391,16073,17,3933,475,452,13160,
383,395,16066,1225,3626,451,452,13153,
385,395,16066,1225,632,448,462,13146,
385,388,16063,5816,489,448,465,13143,
385,388,16063,10313,474,459,462,13143,
388,393,16054,10313,458,461,457,13120,
397,393,7527,13128,456,461,448,13120,
397,391,7520,368,449,461,448,13120,
385,391,7520,189,445,456,463,13120,
385,393,7048,54,428,434,463,13108,
388,1206,4627,54,428,434,460,13108,
388,1506,4177,71,428,434,460,13108,
378,2498,4177,71,407,434,465,13103,
378,5062,15688,54,407,434,465,13103,
378,5062,16133,48,407,427,459,13115,
409,6342,16133,34,438,428,456,13115,
611,1750,16133,34,407,428,459,13094,
4375,470,16133,64,434,431,467,13094,
4375,457,16133,64,425,435,480,13101,
5963,457,16135,41,434,435,483,13101,
3048,457,16133,33,430,435,483,13108,
1760,2108,16135,41,445,454,483,13122,
644,8664,16121,42,442,454,490,13122,
574,14245,16124,42,442,454,495,13122,
526,14245,16104,44,423,454,498,13105,
513,14245,3499,40,423,449,498,13103,
509,501,3499,44,438,447,492,13103,
481,501,3499,40,438,441,487,13087,
477,454,2841,71,437,441,477,13087,
477,436,1884,1148,430,456,478,13089,
477,432,2841,2125,437,456,478,13089,
478,423,15927,5339,430,456,479,13081,
458,422,16154,5339,428,461,491,13074,
458,422,16154,9392,428,461,491,13074,
456,422,16128,1327,526,435,491,13082,
456,413,16128,9392,1188,435,488,13082,
465,401,16121,15827,4248,454,488,13054,
470,413,16128,15827,11396,460,483,13054,
465,413,16128,112,13229,454,483,13069,
460,413,16135,57,13229,460,469,13069,
460,437,16135,57,6792,589,483,13069,
467,420,16131,57,509,7801,498,13095,
467,420,16131,57,454,14703,510,13095,
463,420,16131,54,458,14703,510,13086,
453,408,16128,47,458,7561,523,13066,
451,408,16126,24,471,522,1671,13064,
445,408,16128,24,482,504,2821,13062,
440,411,16126,24,471,504,2821,13062,
440,411,16131,36,454,530,4122,13062,
461,413,16131,40,454,1108,1575,13056,
461,406,16135,59,459,1108,678,13055,
462,425,16135,59,482,3802,580,13043,
467,406,16128,59,1922,872,566,13029,
467,420,16128,45,2093,872,566,13029,
451,420,16128,68,2093,727,546,13029,
451,420,16127,42,9321,515,546,13031,
482,422,16127,84,15636,515,548,13026,
489,410,16128,84,15636,515,548,13029,
489,418,16130,390,4517,489,551,13026,
472,416,16132,2160,1029,488,546,13022,
467,417,16136,7317,704,486,535,13022,
467,416,16137,7837,600,486,510,13018,
467,417,16136,7837,535,487,525,13013,
468,422,16082,7156,531,487,501,12983,
468,422,16082,4659,530,474,500,12983,
468,418,16136,4659,494,474,500,12991,
468,413,16136,4150,480,479,512,12991,
468,415,3500,1551,480,482,512,12994,
450,415,185,1129,480,479,512,13000,
460,418,2682,485,486,475,512,13003,
460,429,2682,240,486,464,527,13003,
477,429,7154,140,486,464,527,13003,
477,405,7154,140,489,467,511,13001,
469,405,2436,98,489,489,504,13001,
469,405,661,102,489,576,509,13016,
479,406,620,70,545,596,509,13020,
479,425,586,102,615,610,552,13016,
485,529,586,190,615,610,552,13007,
472,5697,16122,190,570,610,533,12992,
485,5697,16174,102,480,493,526,13007,
1767,266,16182,87,480,437,521,12999,
3839,266,16189,102,493,456,521,13001,
8407,437,16182,104,493,456,510,13001,
12149,446,16168,119,466,457,536,13009,
12149,482,16168,118,466,470,523,13009,
1233,1994,16168,118,481,471,536,13005,
570,8025,16212,87,482,479,541,13005,
526,9157,16212,87,482,479,541,13005,
516,9157,16212,104,482,479,533,13009,
